Unique ID,Name,URL,Organisations,,,,Typology,Keywords / theme,Platform/Portal/Real time analysis/Tool,Description,"Primary role (data provision (access and viz), decision support, custom analytics, action maps) etc",,,,Data sources,"Level of data access (visualisation only, lin to underlying data, direct download)","Technology (open source, licenced, api, web services ertc)",,,Country,Spatial scale,Commodity data,Update frequency,Intended users,Training required for use? (capacity building),,Availability,,,,,,,,,,,,,,,,Unique ID check,
50 TTI,Global Edge,globaledge.msu.edu ,,,,,Other - Statistics,Trade,,Country data visualisation,,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Cameroon,,,,,,,,,,,50 TTI,
51 TTI,Trade Visualisation System,https://globaletrade.services/products/trade-visualization-system-tvs,GeTS Asia Pte Ltd,,,,Visualisation / dashboard,Trade,,"Trade Visualisation System (TVS) aggregates large amount of trade data and presents them through reports, graphs and charts for quick and easy analysis. Visualised information displays key performance indicators and promotes better understanding of trends through easier comparisons.

The system sifts through the wealth of data to identify patterns and provide Governments with critical insights. Offering valuable insights into potential bottlenecks and complex relationship between stakeholders, TVS provides instant ad-hoc analysis of real-time data. With immediate identification of problems, government entities and key stakeholders can quickly implement major strategic and operating decisions.",,,,,,,,,,Global,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data visualisation,,,,,,,,,,,51 TTI,
53 TTI,Gro Intelligence,https://gro-intelligence.com/data,Gro Intelligence,,,,Flexible analysis platform; Other - Statistics; Library/catalogue; Data portal,Trade,,"We have built a platform that currently processes over 60 million unique data series and 650 trillion data points on a daily basis. We take select data in any format and from any origin and reconstruct it using a unique language that serves as a classification system for the global agricultural industry. Gro’s vast library of accurate and improved data enables our users to easily find the data they need, analyze it, and generate their own predictive models and forecasts.",,,,,,,,,,Agriculture,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data soybeans,,,,,,,,,,,53 TTI,
54 TTI,Library of Congress,https://guides.loc.gov/sugar-cane-industry/print-international,,,,,Data portal; Digital reports; Library/catalogue,Trade; Historical,,Historical trade data,,,,,,,,,,,,Sugar,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data sugar,,,,,,,,,,,54 TTI,
55 TTI,High Commission of India in Tanzania,hcindiatz.gov.in ,High Commission of India in Tanzania,,,,Other - Statistics,Trade; India; Tanzania,,,,,,,,,,,,India; Tanzania,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Tanzania,,,,,,,,,,,55 TTI,
56 TTI,Hong Kong Data Centre,hong-kong-economy-research.hktdc.com ,Hong Kong Trade Development Council,,,,Other - Statistics; Digital reports,Trade; Hong Kong,,"The HKTDC also provides up-to-date market insights and product information via trade publications, research reports and digital news channels. The HKTDC's mission is to create opportunities for Hong Kong companies. We focus on delivering value by promoting trade in goods and services, while connecting the world's small-and medium-sized enterprises (SMEs) through Hong Kong's business platform.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data animal skins,,,,,,,,,,,56 TTI,
58 TTI,Multi-Criteria Analysis Shell for Spatial Decision Support (MCAS-S) ,http://mcas.ternlandscapes.net.au/mcas-s/, Australian Bureau of Agricultural and Resource Economics and Sciences,Australian Government Department of Agriculture and Water Resources; TERN,QRIS Cloud,,Decision-support tool; Flexible analysis platform; Visualisation / dashboard,Trade,,"The Multi-Criteria Analysis Shell for Spatial Decision Support (MCAS-S) is a software tool developed by the Australian Bureau of Agricultural and Resource Economics and Sciences that enables multi-criteria analysis (MCA) using spatial data. It is a powerful, easy-to-use and flexible decision-support tool that promotes: 
•framework for assessing options 
•common metric for classifying, ranking and weighting of the data 
•tools to compare, combine and explore spatial data 
•live-update of alternative scenarios and trade-offs. ",,,,,,,,,,Australia,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data animal skins,,,,,,,,,,,58 TTI,
59 TTI,CybexExim Solutions,http://www.cybex.in/,,,,,Decision-support tool; Data portal,Trade,,"Cybex Exim Solutions, a market research venture with it's expertise in data mining and data processing, was conceived with the aim of eliminating the information gap that has long hampered the Indian Foreign Trade scenario.",,,,,,,,,,India,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data animal skins,,,,,,,,,,,59 TTI,
3,FAOStat ,http://www.fao.org/faostat/en/#data,FAO,,FAO,Unspecified,Data source,Trade,"Visualization and database of Production
Trade
Food balance and security
Prices
Inputs
Investment
Forestry
Emissions-land use
Emissions-agriculture
Agri-environmental indicators",Platform focused largely on agricultural topics.,,,,,"UN Statistic Division
Eurostat
National authorities
FAO",,,,,,Global; National,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,3,
62 TTI,OECD data,https://data.oecd.org/,,,,,Data portal,Trade,,Database of databases,,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data visualisation,,,,,,,,,,,62 TTI,
63 TTI,Eurostat,https://ec.europa.eu/eurostat,European Union,EU; EEA; Switzerland,,,Data portal,Trade; Europe,,high quality statistics and data on Europe. Eurostat produces European statistics in partnership with National Statistical Institutes and other national authorities in the EU Member States. This partnership is known as the European Statistical System (ESS). It also includes the statistical authorities of the European Economic Area (EEA) countries and Switzerland.,,,,,,,,,,Europe,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data visualisation,,,,,,,,,,,63 TTI,
64 TTI,Statistics explained,https://ec.europa.eu/eurostat/statistics-explained/index.php/Main_Page,,,,,Library/catalogue; Other - Statistics; Other - initiative/organisation,Trade; Encyclopedia,,"Statistics Explained, your guide to European statistics. Statistics Explained is an official Eurostat website presenting statistical topics in an easily understandable way. Together, the articles make up an encyclopedia of European statistics for everyone, completed by a statistical glossary clarifying all terms used and by numerous links to further information and the latest data and metadata, a portal for occasional and regular users. ",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data China,,,,,,,,,,,64 TTI,
65 TTI,Crop market observatory,https://ec.europa.eu/info/food-farming-fisheries/farming/facts-and-figures/markets/overviews/market-observatories/crops_en,European Commission,,,,Other - Statistics; ; Data portal,Trade; Crops,,"Statistics on cereals prices, production and trade.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data soybeans,,,,,,,,,,,65 TTI,
66 TTI,EU Meat Market Observatory,https://ec.europa.eu/info/food-farming-fisheries/farming/facts-and-figures/markets/overviews/market-observatories/meat_en,,,,,Data portal,Trade,,"The aim of the EU meat market observatory is to provide the EU beef and veal, and pigmeat sectors with more transparency by means of disseminating market data and short-term analysis in a timely manner.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data beef,,,,,,,,,,,66 TTI,
67 TTI,Sugar market observatory,https://ec.europa.eu/info/food-farming-fisheries/farming/facts-and-figures/markets/overviews/market-observatories/sugar_en,,,,,Other - Statistics; Data portal,Trade,,The aim of the sugar market observatory is to provide the EU sugar sector with more transparency by means of disseminating market data and short-term analysis in a timely manner.,,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data sugar,,,,,,,,,,,67 TTI,
68 TTI,EU statistics on trade,https://ec.europa.eu/trade/policy/countries-and-regions/,,,,,Other - Statistics,Trade,,"Main economic indicators, GDP by sector, trade in goods, trade in commercial services, foreign direct investment, imports and exports with the world, ranking, trade balance.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Cameroon,,,,,,,,,,,68 TTI,
69 TTI,EC Statistics,https://ec.europa.eu/trade/policy/countries-and-regions/statistics/regions/index_en.htm,,,,,Other - Statistics,Trade,,"Main economic indicators, GDP by sector, trade in goods, trade in commercial services, foreign direct investment, imports and exports with the world, ranking, trade balance.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Gabon,,,,,,,,,,,69 TTI,
70 TTI,Panjiva,https://es.panjiva.com/,,,,,Flexible analysis platform; Data services,Trade,,"Panjiva is an intelligence platform that’s bringing transparency to global trade through our robust global coverage, powerful machine-learning technologies, and dynamic data visualizations. Whether you’re looking to identify potential business partners, keep track of competitors, or find investment signals, our platform arms you with unrivaled insights to make supply chain decisions with conviction. Our platform takes the power of machine learning and data visualization to give you clear, actionable insights on global trade.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data bamboo,,,,,,,,,,,70 TTI,
73 TTI,Market access database,https://madb.europa.eu/madb/statistical_form.htm,European Commission,,,,Data portal,Trade,,This section provides an overview of trade flows in goods between EU and non-EU countries for a specific product.,,,,,,,,,,Europe; global,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Central African Republic,,,,,,,,,,,73 TTI,
75 TTI,Trade Data Online (Government of Canada),https://strategis.ic.gc.ca/eic/site/tdo-dcd.nsf/eng/Home,Government of Canada,,,,Visualisation / dashboard; Data portal,Trade; Canada,,"Trade Data Online provides the ability to generate customized reports on Canada and U.S. trade
in goods with over 200 countries.",,,,,,,,,,Canada; USA; global,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data coffee,,,,,,,,,,,75 TTI,
77 TTI,Trade Data Monitor,https://tradedatamonitor.com/?gclid=CjwKCAjwydP5BRBREiwA-qrCGvKD_bLXXsRglz7jQGsrVaN_eVsZMrWpniqp_oBTtcj-vEkGNdpqwBoCTswQAvD_BwE,Trade Data Monitor Inc.,,,,Database,Trade,,"OFFICIAL, VERIFIED, GLOBAL TRADE DATA. Our databases are easy to read, and our global commodity reporting systems are built to meet your specific supply chain, international trade statistics, and government information needs.
Find exactly the data you need with the precise search tools of the comprehensive Trade Data Monitor® database.Our data covers every country, industry, trade route and supply chain in the world, using thousands of unique HS codes to track each distinct product and commodity. For every HS code, we use trade statistics to help you understand what’s really happening.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data live animals,,,,,,,,,,,77 TTI,
79 TTI,UNCTAD,https://unctad.org/en/Pages/statistics.aspx,UNCTAD,,,,Other - Statistics,Trade,,"We work to ensure the numbers add up to inform and improve policy recommendations
Reliable statistical information – statistics and indicators used in the analysis of international trade, investment and development – is indispensable for the formulation of sound economic policies and recommendations. This, in turn, is essential to fostering social and economic development.
UNCTAD compiles, validates and processes a wide range of data collected from national and international sources. Most time-series data cover extended periods of time, with some dating back to 1948, for almost all the economies of the world.
This allows the analysis of emerging and urgent issues within a framework of long-lasting tendencies and wide geographical scope. In case of missing data or a break in series, UNCTAD applies its expertise and methodology to make estimates. Such continuity together with accurateness and timeliness are the pillars of UNCTAD’s statistics.
Our statistics are grounded in continuity, accuracy and timeliness. UNCTAD’s statistical work also conforms to the United Nations principles governing international statistical activities, formulated with significant contributions from us. It is supported by the UNCTAD Statistics Quality Assurance Framework.
UNCTAD produces more than 150 indicators and statistical time series essential for the analysis of international trade, economic trends, foreign direct investment, external financial resources, population and labour force, commodities, the information economy and maritime transport.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data animal skins,,,,,,,,,,,79 TTI,
80 TTI,World Integrated Trade Solution,https://wits.worldbank.org/,,,,,Visualisation / dashboard,Trade,,"The World Integrated Trade Solution (WITS) software provides access to international merchandise trade, tariff and non-tariff measures (NTM)  data. Browse the Country profile section to obtain countries exports, imports and tariff statistics along with relevant development data. ",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data visualisation,,,,,,,,,,,80 TTI,
81 TTI,COTTON PORTAL,https://www.cottonportal.org/cotton,,,,,Data portal,Trade,,"The Cotton Portal provides a single entry point for all the cotton-specific information available in WTO and ITC databases on market access, trade statistics, country-specific business contacts and development-assistance related information, as well as links to relevant documents and webpages. It also provides links to other organisations active on cotton. ",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data wildlife,,,,,,,,,,,81 TTI,
82 TTI,Ireland National Statistics Office,https://www.cso.ie/en/statistics/externaltrade/,Central Statistics Office,,,,Database,Trade,,"The Central Statistics Office (CSO) is Ireland's national statistical office and our purpose is to impartially collect, analyse and make available statistics about Ireland’s people, society and economy.",,,,,,,,,,Ireland; Global,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data live animals,,,,,,,,,,,82 TTI,
83 TTI,Australian Government Department of Foreign Affairs and Trade,https://www.dfat.gov.au/trade/resources/Pages/trade-and-investment-data-information-and-publications,Department of Foreign Affairs and Trade Australian Government,,,,Data portal; Digital reports,Trade; Australia,,DFAT publishes a wide range of trade and investment information for public use.,,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data visualisation,,,,,,,,,,,83 TTI,
84 TTI,Moody's analytics Economics.com,https://www.economy.com,Moody's Corporation,,,,Data portal; Data services,Trade; Markets,,"Moody's Analytics provides more than 200 million economic, financial, demographic time series representing over 93% of global GDP, covering major world economies, including all U.S. states, metros and counties. Most of our forecast data can be purchased through a sales representative or by contacting us.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Cameroon,,,,,,,,,,,84 TTI,
