tool_id,name,url,organisations,partners,developers,donors,typologies,keywords,descriptions,countries,spatial_scale,frequncies,users,contacts
1 TTI,ECOWAS ,https://www.eco-icbt.org/trade-data/,"Agricultural Market and Trade Department of the Permanent Interstate Committee for Drought Control in the Sahel (CILSS)
West African Association for Cross-Border Trade, in Agro-forestry-pastoral and Fisheries Products (WACTAF) ",Data portal,Corn/ Maize; Mango; Beef; Palm oil; Poultry; Sugar; Multiple,"AGRICTRADE will contribute to improving trade in agricultural, food and livestock production in Sahel and West Africa through provision of tools and market information necessary for promotion of trade in agricultural, food and livestock products in Sahel and West Africa and dissemination of information on instruments of regional trade policies and trade opportunities relating to the products, agricultural inputs and livestock. The expected outputs include: Disseminated information on markets cross-border trade flow and barriers to trade, increased networking and capacity of private and public market players, information about regional polices, instruments and tools on trade that will result in increased commercial transactions on staple foods and livestock in the Sahel and West Africa region.",West Africa,International,,,ssacko@ecowas.int
264,PRINCE,http://www.prince-project.se/,Statistics Sweden,Model; Data source,Multiple; Agriculture,The PRINCE project is developing a new framework for monitoring the environmental impacts linked to Swedish consumption – both inside and outside Sweden’s borders – using the latest modelling and statistical techniques. PRINCE – for Policy-Relevant Indicators for National Consumption and Environment – responds to a call from the Swedish Environmental Protection Agency (EPA) and the Swedish Agency for Marine and Water Management (SwAM) for a new monitoring framework that uses a sound and repeatable methodology includes indicators for a wide range of environmental pressures and that provides a sound basis for policy decisions.,Sweden,National,Regularly,Science and Research; Governments,nils.brown@scb.se
265,Input-Output Trade Analysis (IOTA),https://www.sei.org/projects-and-tools/tools/iota/,Stockholm Environment Institute,Model,Multiple; Cocoa; Cotton; Coffee; Sugar; Soybean; Palm oil,"SEI’s Input-Output Trade Analysis (IOTA) model is an environmental footprinting tool that links physical data on commodity production in different countries with a detailed financial matrix that traces inter-industry buying and selling across the world. IOTA is a hybridised multi-regional input-output (MRIO) model. “Input-output” refers to the economic data underlying the MRIO model: both the inputs required by different economic sectors and the outputs that they produce, capturing all the activities of an economy at an aggregate level",Global,Global,Not specified,Science and Research; Governments,info-hq@sei.org
267,Supply Chain Operations Reference model (SCOR),https://www.apics.org/apics-for-business/frameworks/scor,Association for Supply Chain Management (ASCM),Model,Multiple,"The Supply Chain Operations Reference (SCOR) model links business processes, performance metrics, practices, and people skills into a unified structure. It is hierarchical in nature, interactive and interlinked",Global,International,Not specified,Industry ,corporatemembership@ascm.org
268,AI for Earth,https://www.microsoft.com/en-us/ai/ai-for-earth,Microsoft,Data portal; Flexible analysis platform; Model,Multiple,"Cloud and AI tools to create sustainable solutions for agriculture, water, biodiversity and climate change",Global,Global,Not specified,Science and Research,ai4egrants@microsoft.com
34,ArcGIS Living Atlas of the World,https://livingatlas.arcgis.com/en/ ,ESRI,Data source; Flexible analysis platform,Not specified,"The ArcGIS Living Atlas of the World is a collection of geographic information from around the globe. It includes maps, apps, and data layers to support scientific work",Global,Global,Regularly,Science and Research; Industry,tel:+4401296745500
275,Benefit Transfer Toolkit,https://sciencebase.usgs.gov/benefit-transfer/,USGS,Data portal; Model,Multiple,"This toolkit compiles economic values estimates and other information on resources not priced in conventional markets. It includes nonmarket valuation databases, statistical forecasting models, and a recreation activities map for the US",United States of America,National,Not specified,Governments; Science and Research; Industry,1-888-275-8747
277,Biodiversity Indicators Partnership (BIP) Dashboard,https://bipdashboard.natureserve.org/SelectCountry.html,UNEP-WCMC ,Data portal; Initiative/organisation; Visualisation / dashboard,Not specified,"The Biodiversity Indicators Partnership (BIP) is a global initiative to promote the development and delivery of biodiversity indicators. Its primary role is to serve the global user community by responding to the indicator requests of the CBD and other biodiversity-related Conventions, for IPBES, for reporting on the Sustainable Development Goals, and for use by national and regional governments. The BIP Dashboard was designed to streamline national reporting to the CBD through flexible, scalable visualizations of indicators that can be visualized in graph or map form at multiple scales (from global to regional to national to sub-national) and easily downloaded for inclusion in reports. This platform is serving as the foundation for a new Post 2020 Target Tracker which will allow for continual, forward looking tracking of the Post 2020 Targets at global and national scales. ",Global,Global,Monthly,Governments; Industry; NGOs; Science and Research,info@bipindicators.net
286,Climate Engine,https://app.climateengine.org/climateEngine,Climate Engine; Google Earth Engine,Flexible analysis platform,Not specified,"Tool provides cloud computing and visualization of climate and remote sensing data. Allows the user to analyse and interact with climate and earth observations for decision support related to drought, water use, agricultural, wildfire, and ecology",Global,Global,Not specified,Governments; Science and Research; NGOs; Industry,justin.huntington@dri.edu
288,Coastal Resilience Decision Support Tools,https://coastalresilience.org,The Nature Conservancy,Decision-support tool,Not specified,"The Coastal Resilience decision support system includes a visualization platform where ecological, social, and economic information can be viewed alongside sea level rise and storm surge scenarios in specific geographies. In addition, a modular, configurable plugin architecture allows specific geographies to have apps designed specifically for geo-processing and display. These cater to the needs of stakeholders, policies and planning processes. Apps are used to simplify complex relationships or models, convey a specific ecological or social concept, or used to compare different future condition scenarios.",,Global,,,coastalresilience@tnc.org
289,Collect Earth,http://www.openforis.org/tools/collect-earth.html,Open Foris,Flexible analysis platform,Not specified,"Collect Earth Online is a high resolution satellite image viewing system for use in projects that require land cover and/or land use reference data. It uses Google Earth's interface to facilitate assessment of deforestation and other forms of land use change by synchronizing high resolution satellite imagery from Google Earth, Bing Maps and Google Earth Engine. It is available for download, or can be used as Collect Earth Online.",Global,Global,Not specified,Not specified,
290,TSC Commodity Mapping Tool,https://www.sustainabilityconsortium.org/projects/commodity-mapping/,The Sustainability Consortium,Flexible analysis platform,Multiple; Agriculture,"TSC’s Commodity Mapping Tool is designed to help members visualize and communicate the risks present in their product supply chains. It aims to provide transparency and insight into agriculture product supply chains, leading to consumer trust while also allowing the user to prioritize, manage risks, and take demonstratable action on sustainability issues",Global,Global,Not specified,Industry,erika.ferrin@sustainabilityconsortium.org
321,Finance for Change Initiative,https://www.footprintfinance.org/,Global Footprint Network,Flexible analysis platform,Multiple,"The Finance for Change Initiative helps financial institutions quantify environmental risk and integrate it into investment models, credit ratings, and country risk analysis. Trade data from the Bilateral Trade Analysis tracks resource flows, including embedded carbon and food commodities, for 57 sectors and 129 countries and regions. ",Global,Global,Not specified,Industry; Financial institutions,finance@footprintnetwork.org
68,Ecosystem Valuation Toolkit (EVT),https://www.eartheconomics.org/esv,Earth Economics,Flexible analysis platform,,"A comprehensible, searchable database of ecosystem service values. The EVT holds thousands of values gleaned from ecosystem service value databases and peer-reviewed academic journals, and the tool is constantly updated to keep on the cutting edge of this rapidly evolving field.",,,,,info@eartheconomics.org
93,FAO Global Forest Resources Assessment (FRA),https://www.fao.org/forest-resources-assessment/en/,FAO,Data source; Database; Digital reports,Other,"FAO Global Forest Resources Assessment (FRA) provides essential information for understanding the extent of forest resources, their condition, management and uses. The latest of these assessments, FRA 2020, examines the status of, and trends in, more than 60 forest-related variables in 236 countries and territories in the period 1990–2020. FRA 2020 data were collected using commonly agreed terms and definitions through a transparent, traceable reporting process and a well-established network of officially nominated national correspondents that covers 187 countries and territories. More than 700 people were directly involved in this process",Global,Global,Regularly,Not specified,fra@fao.org
303,ENCORE,https://encore.naturalcapital.finance/en,UNEP-WCMC; Natural Capital Finance Alliance,Decision-support tool; Visualisation / dashboard,Multiple,"ENCORE (Exploring Natural Capital Opportunities, Risks and Exposure) enables users to visualise how the economy depends on nature and how environmental change creates risks for businesses. Starting from a business sector, ecosystem service, or natural capital asset, ENCORE can be used to start exploring natural capital risks. These risks can be explored further to understand location-specific risks with maps of natural capital assets and drivers of environmental change",Global,Global,Bi-annually,Financial institutions,encore@unep-wcmc.org
334,Icebreaker One,https://icebreakerone.org/,Icebreaker One Limited,Initiative/organisation,Multiple,"Partisan, not-for-profit organisation working to deliver net-zero future in collaboration with members. Creating a web of net-zero data – connecting financial, industry and environmental data to help inform net-zero decisions. Much of this data is restricted, so this organisation enables that web by creating policies and guardrails that ensure data is comparable, machine-readable and trusted",Not specified,Not specified,Not specified,Industry; Financial institutions; NGOs; Governments; Science and Research,partners@icebreakerone.org
384,Resource Watch,https://resourcewatch.org/,World Resources Institute,Visualisation / dashboard; Data portal,Multiple; Agriculture,"Resource Watch features hundreds of data sets all in one place on the state of the planet’s resources and citizens. Users can visualize challenges facing people and the planet, from climate change to poverty, water risk to state instability, air pollution to human migration, and more.",Global,Global,Regularly,Governments; NGOs; Media; General public; Science and Research; Industry,sergio.baldit@wri.org
223 TTI,Proagrica,https://proagrica.com/,Proagrica,Decision-support tool; Data services,Multiple; Agriculture,"Proagrica is a global provider of independent connectivity and data-driven support solutions for the agriculture and animal health industries. Delivers actionable intelligence to drive business growth across the value chain. Their products and services aim to connect and empower industry participants to address their key needs around trading, productivity and compliance. Solutions are built around the key competences of data connectivity and data analytics, delivering supply chain management, customer insight and engagement",Global,Global,Regularly,Industry,enquiries@proagrica.com
224 TTI,Land Portal,https://landportal.org/,The Land Portal Foundation,Initiative/organisation; Data portal; Digital reports,Not specified,"The Land Portal Foundation was established to create, curate and disseminate land governance information by fostering an inclusive and accessible data landscape. Its core aims are to: Improve the documentation, mapping and monitoring of land governance issues; Democratize the information ecosystem and strengthen flows of land governance data, from all perspectives and all levels; Promote, inform and enrich the global debate on land issues.",Global,Global,Regularly,Industry; NGOs; Media,hello@landportal.info
225 TTI,Product Biodiversity Footprint (PBF),https://sayari.co/product-biodiversity-footprint,Sayari,Initiative/organisation; Decision-support tool,Multiple,The Product Biodiversity Footprint (PBF) project is a methodology and tool to assess and improve the biodiversity footprint of products across their entire value chain. It aims to provide companies with quantitative and qualitative elements enabling them to design products considering their impact on biodiversity,Global,International,Regularly,Industry; NGOs; Science and Research,contact@sayari.com
226 TTI,Earth Map,https://earthmap.org/login,FAO,Flexible analysis platform,Not specified,"Earth Map is an open-source tool developed by the Food and Agriculture Organization of the United Nations (FAO) in the framework of the FAO - Google partnership. It was created to support countries, research institutes, farmers and members of the general public with internet access to monitor their land in an easy, integrated and multi-temporal manner. It allows everyone to visualize, process and analyze satellite imagery and global datasets on climate, vegetation, fires, biodiversity, geo-social and other topics. Users need no prior knowledge of remote sensing or Geographical Information Systems (GIS)",Global,Global,Not specified,Industry; Science and Research; General public; NGOs,
227 TTI,circulareconomy.earth,https://circulareconomy.earth/,Chatham House,Digital reports; Visualisation / dashboard,Multiple,circulareconomy.earth has been developed by Chatham House to allow users to explore the policy and trade dynamics associated with transitioning from linear to circular economic models as well as providing analyses of the opportunities and trade-offs associated with such transitions,Latin America; South Asia; Africa; Caribbean,International,Not specified,Not specified,circulareconomy@chathamhouse.org
228 TTI,The Green and Sustainable Finance Cluster Germany (Cluster),https://gsfc-germany.com/en/,The Green and Sustainable Finance Cluster Germany (Cluster),Initiative/organisation,Not specified,"The Green and Sustainable Finance Cluster Germany (Cluster) aims at bundling activities in the field of sustainable finance to achieve greater use of financial market expertise in the area of sustainability. Its primary ambition is to formulate and implement solid approaches to fostering the sustainability of national and international financial markets.

The Green and Sustainable Finance Cluster Germany (Cluster) brings together the activities of various stakeholders, and thus mobilises synergies that shape this transformation process in an efficient and cost-reducing manner.

",Germany,National,Not specified,Financial institutions; Governments; Investors/Philanthropy,info@gsfc-germany.com
231 TTI,act4nature international,http://www.act4nature.com/en/,act4nature international,Initiative/organisation,Not specified,"Act4nature international is an alliance initiated to accelerate concrete business action in favour of nature and born by businesses and stakeholders, including NGOs, academic bodies and public institutions",Europe,International,Not specified,Financial institutions; Industry; NGOs; Science and Research,engagement@act4nature.com
232 TTI,Agrimetrics,https://agrimetrics.co.uk/home,Agrimetrics,Data portal; Initiative/organisation; Data services,Agriculture,"Agrimetrics is one of four Agri-tech Centres created with initial public funding from Innovate UK. Aims to enable agrifood organisations to understand and utilise the value within their data. Mission is to transform the agrifood sector through a thriving Data Marketplace, where data can be easily shared, monetised, and accessed",UK,International,Not specified,Industry,info@agrimetrics.co.uk
233 TTI,Agrobiodiversity Index (ABD Index),https://www.agrobiodiversityindex.org/,Bioversity International,Decision-support tool,Agriculture ,"The Agrobiodiversity Index is a tool that brings together data about the agrobiodiversity that people sell and eat, grow and conserve, and provides insights into food system functioning. This index measures biodiversity across three domains which are usually disconnected: nutrition, agriculture and genetic resources. It is an action-oriented tool that identifies policy and business levers, good practices and areas for improvements, risks and opportunities, to increase use and conservation of agrobiodiversity for sustainable food systems.",Global,International,Not specified,Industry; Governments; NGOs,bioversity@cgiar.org
234 TTI,Agrotools,https://agrotools.com.br/en/,Agrotools,Data services,Agriculture,"Agricultural data for agribusinesses, to inform business decisions ",Brazil,National,Not specified,Industry, + 55 11 3049-1480
235 TTI,Amazon Soy Moratorium,https://www.fairr.org/engagements/amazon-soy-moratorium/,ABIOVE; ANEC,Initiative/organisation,,,Brazil,,,,
236 TTI,Brazilian Association of Vegetable Oil Industries (ABIOVE),https://abiove.org.br/en/,ABIOVE,Initiative/organisation; Statistics,Multiple; Soybean; Corn/ Maize,"Founded in 1981, ABIOVE represents 15 companies producing meal, vegetable oils and biodiesel, who work together to implement policies, promote sustainability programme and generate statistics  and studies to support industry strategies

",Brazil,National,Monthly,Industry,abiove@abiove.org.br
237 TTI,Atlas of Brazilian Agriculture,http://atlasagropecuario.imaflora.org/,Imaflora,Statistics; Visualisation / dashboard,Multiple; Agriculture,"The Atlas of Brazilian Agriculture is an initiative aiming to generate and disseminate knowledge about Brazilian agriculture and livestock through an online platform. It aims to facilitate understanding around production in Brazil. This platform gathers and presents data on the agricultural sector, providing information on land use, agricultural aptitude, distribution, production and productivity of crops. Other environmental and social information relevant to rural development and conservation of natural resources is presented, such as information on deforestation and compliance with the Forest Code. The goal of the initiative is to facilitate access to information and provide support to decision-makers to enable generation of public and private policies for the sector",Brazil,National,Not specified,Industry; Science and Research; Governments,
238 TTI,Banking Environment Initiative (BEI),https://www.cisl.cam.ac.uk/business-action/sustainable-finance/banking-environment-initiative,CISL,Initiative/organisation,Not specified,"The Banking Environment Initiative (BEI) is a group of global banks committed to pioneering actionable pathways towards a sustainable economy. The BEI co-produces horizon scanning applied research, develops leadership tools and convenes academic and industry collaborations. It is a member-led, not-for-profit group, formed in 2010 and convened by CISL alongside investor and insurer groups.",Global,Global,Not specified,Financial institutions,BEI@cisl.cam.ac.uk
239 TTI,Behind the Brands ,https://www.behindthebrands.org/,OXFAM,Initiative/organisation; Digital reports,Multiple,"Oxfam’s Behind the Brands campaign aims to provide the general public with the information they need to hold companies to account for what happens in their supply chains. The Behind the Brands Scorecard assesses the agricultural sourcing policies of the world's 10 largest food and beverage companies. It exclusively focuses on publicly available information that relates to the policies of these companies on their sourcing of agricultural commodities from developing countries

",Global,Global,Not updated,General public,
240 TTI,Benchmarking the greenness of financial centres,https://www.i4ce.org/benchmarking-the-greenness-of-financial-centres/,Institute for Climate Economics (I4CE),Digital reports,Not specified,"The Institute for Climate Economics (I4CE) is a Paris-based think tank with expertise in economics and finance, aiming to support action against climate change. Through its applied research, the Institute contributes to the debate on climate-related policies. It also publishes research to support financial institutions, businesses and territories in the fight against climate change, assisting with the incorporation of climate issues into their activities and operations. The benchmark for green financial centres measures and qualifies the degree of contribution of the main financial centres of the G7 countries – Frankfurt, London, Milan, New York, Paris, Tokyo, Toronto – to the financing of the climate and environment transition. It identifies available financing and investment volumes in various green asset classes. It also provides information on three key dimensions: transparency of information, green integrity of products and services and dynamics that accelerate the flow of capital towards sustainable financing of the economy.",Global,Global,Not specified,Financial institutions,contact@i4ce.org
241 TTI,Better Growth without deforestation,https://www3.weforum.org/docs/WEF_GAC15_Better_Growth_with_Forests.pdf,Tropical Forest Alliance (TFA) 2020,Visualisation / dashboard,,,Global,,,,
242 TTI,Finance for Tomorrow,https://financefortomorrow.com/en/,Paris Europlace,Initiative/organisation,Not specified,"The Finance for Tomorrow initiative brings together all private, public and institutional players in the Paris financial centre who wish to commit themselves to a finance that focuses on a sustainable future and combines long-term investment with consideration of environmental and social challenges ",France,International,Not specified,Financial institutions,
243 TTI,Biodiversity and Agricultural Commodities Program (BACP),https://www.ifc.org/wps/wcm/connect/RegProjects_Ext_Content/IFC_External_Corporate_Site/BACP/,International Finance Corporation (IFC) ,Initiative/organisation; Digital reports,Multiple; Palm oil; Soybean; Cocoa,"BACP seeks to reduce the threats posed by agriculture to biodiversity of global significance. BACP focusses on four key themes for transforming commodity agriculture: Land Planning & HCV Management, Working with Smallholders, Training and Capacity Building, and Impact Assessment
",Indonesia; Ghana; Cote d’Ivoire; Malaysia; Liberia; Cameroon; Brazil; Argentina,International,Regularly,Industry; NGOs;,bwise@worldbankgroup.org
244 TTI,UEBT Biodiversity Barometer,http://www.biodiversitybarometer.org/,Union for Ethical BioTrade (UEBT),Initiative/organisation; Digital reports,Not specified,"Since 2009, UEBT has been annually measuring consumer awareness of biodiversity, and how this affects purchasing decisions. Eleven years of research, among 74,000 people from 16 countries, and among hundreds of leading companies, provides valuable insights that may guide companies and governments in their approaches towards people and biodiversity",Global,International,Annually,General public; Science and Research; Industry,info@uebt.org
245 TTI,Biodiversity Footprint Calculator,https://www.plansup.nl/biodiversity-footprint-calculator/,Plansup,Decision-support tool,Not specified,"Free calculation tool by Plansup to assess both current and future biodiversity footprint of a company’s product at the landscape level. Allows companies to test the effectiveness of presumed biodiversity-friendly measures. The calculator is a limited version of the full Biodiversity Footprint method and focuses on the impact of the two of the biggest pressure types on terrestrial biodiversity: Land use and Green House Gas emissions. The impact is calculated for three parts of the value chain: Raw materials (/suppliers), Production process, and Transport.
",Netherlands,International,Not specified,Governments; Industry; Science and Research,plansup.consult@gmail.com
246 TTI,Biodiversity Footprint for Financial Institutions (BFFI),https://pre-sustainability.com/solutions/consulting/sustainable-companies/biodiversity-assessment/,PRé Sustainability,Decision-support tool,Not specified,BFFI allows the user to calculate the biodiversity impact of individual investments and use it as an investment criterion. The user can also evaluate and manage the risks of biodiversity impact and ecosystem service dependency of an investment. Helps the user to monitor and report on their investment portfolio’s biodiversity footprints.,Global,International,Not specified,Financial institutions,+31 33 4555022
247 TTI,Biodiversity Impact Metric (BIM) or Healthy Ecosystems Metrics,https://www.cisl.cam.ac.uk/resources/publication-pdfs/healthy-ecosystem-metric-framework.pdf,Cambridge Institute for Sustainability Leadership (CISL),Decision-support tool,,,Global,,,,
248 TTI,Biodiversity Indicator for Extractive Companies (BIE),https://www.unep-wcmc.org/system/dataset_file_fields/files/000/000/487/original/Biodiversity_Indicators_for_Extractive_Companies_FINAL.pdf?1516357616,UNEP-WCMC; Fauna & Flora International; Conservation International,Decision-support tool,,,Global,,,,
249 TTI,Biodiversity Performance Tool (BPT) and Biodiversity Monitoring System (BMS),https://www.business-biodiversity.eu/en/biodiversity-performance-tool,Global Nature Fund (GNF),Decision-support tool,Agriculture; Multiple,"The BPT facilitates the assessment of the potential for functional biodiversity at farm level. It supports farmers and farm assessors to identify the current situation regarding biodiversity on the farm, to operationalize biodiversity criteria and to select effective measures for a Biodiversity Action Plan (BAP). The BPT assesses the quality of implementation of measures as well as monitoring the whole Biodiversity Action Plan. Certifiers as well as product and quality managers of food companies get an overview of the biodiversity performance of the farm.  The BMS allows standards and food companies to monitor the biodiversity performance of certified farms and/or supplying farmers. The monitoring is based on 25 indicators relating to the protection and creation of potential for biodiversity and the reduction of negative impacts. Users have protected access to include data of their associated farms, to aggregate data sets and to elaborate multiple options of analysis by combining the 25 indicators.

",Europe,International,Not specified,Industry,info@globalnature.org
250 TTI,Biological Diversity Protocol (BD Protocol),https://www.nbbnbdp.org/bd-protocol.html,Endangered Wildlife Trust (South Africa),Decision-support tool,,,Global,,,,
251 TTI,BioScope,https://bioscope.info/,Platform BEE,Decision-support tool,Multiple,"Platform BEE's BioScope provides businesses with a simple and fast indication of the most important impacts on biodiversity arising from their supply chain. BioScope is aimed at helping the user to formulate meaningful actions to further assess and reduce the impact of their business on biodiversity. It indicates the potential impact of the commodity purchased, as well as the upstream supply chain of these commodities. BioScope allows the user to select commodities and resources purchased from 170 sectors in 43 countries ",Global,Global,Not specified,Industry,
252 TTI,Brazilian Roundtable on Sustainable Livestock (GTPS),https://gtps.org.br/en/,Brazilian Roundtable on Sustainable Livestock (GTPS),Initiative/organisation; Database,Beef,GTPS' mission is to foster the development of sustainable beef through the continuous improvement of supply chains and the dissemination of information. Provides practical initiatives and improvement indicators ,Brazil,National,Not specified,Industry; Financial institutions; NGOs; General public; Science and Research,gtps@gtps.org.br
253 TTI,The Global Agribusiness Action on Equitable Livelihoods (GAA-EL) project,https://www.wbcsd.org/Programs/Food-and-Nature/Food-Land-Use/Global-Agribusiness-Action-on-Equitable-Livelihoods,World Business Council for Sustainable Development (WBCSD),Initiative/organisation; Data portal,Agriculture,"The GAA-EL project, as a part of WBCSD’s overall leadership on the equity and livelihoods agenda, works with companies across the value chain to generate strong business value as well as social impact through 1) improving access to markets for smallholders and agri-SMEs; 2) strengthening human rights policy and practice; and 3) promoting inclusive innovation and technology. Working with actors across the supply chain to address supply-side challenges, GAA-EL unites the private sector across the entire supply chain to enable agri-SMEs to access finance and drive more investment into a just rural transition; develop tools and training for human rights due diligence; promote action to tackle post-harvest loss; and explore the role of inclusive innovation in agricultural systems.",Global,Global,Regularly,Industry; Financial institutions; NGOs,Tel: +41 (22) 839 3100
254 TTI,Bushmeat Crisis Task Force (BCTF),https://www.povertyandconservation.info/en/org/o0163,WCS,Initiative/organisation,Wild meat,"The BCTF is a consortium of conservation organisations and scientists dedicated to the conservation of wildlife populations threatened by commercial hunting of wildlife for sale as meat. BCTF’s vision is to eliminate the illegal commercial bushmeat trade through the development of a global network that actively supports and informs nations, organisations, scientists and the general public. To achieve this, BCTF’s primary goal is to build a public, professional and government constituency aimed at identifying and supporting solutions that effectively respond to the bushmeat crisis in Africa and around the world. BCT does education and awareness raising work, and recognises complex links between poverty and bushmeat trade",Africa,International,Not specified,Science and Research; Governments; NGOs; General public,heves@bushmeat.org
255 TTI,Bushmeat Research Initiative,https://www2.cifor.org/bushmeat/about/bri/bushmeat-research-initiative/,CIFOR,Initiative/organisation; Database,Wild meat ,"Established by CIFOR in 2011, the Bushmeat Research Initiative (BRI) brings together diverse researchers and practitioners to generate and share knowledge on bushmeat harvesting, marketing and consumption across Latin America, Africa and Asia. Collaborative action and research on the sustainable use of bushmeat is limited by a lack of mechanisms for sharing data. Through this website, the Bushmeat Research Initiative (BRI) aims to address this issue by providing a comprehensive open-access database of bushmeat-related research in tropical forests, intended to support institutions in their efforts to build networks, acquire data, and share and collaborate with partners.",Latin America; Africa; Asia,International,Regularly,Science and Research; NGOs; ,CIFOR-RDM@cgiar.org
256 TTI,Business and Biodiversity Offsets Programme (BBOP),https://www.forest-trends.org/bbop/,Forest Trends,Initiative/organisation,,,Global,,,,
257 TTI,Business for Nature,https://www.businessfornature.org/,WBCSD; WE MEAN BUSINESS; World Economic Forum; Natural Capital Coalition; WWF; The Nature Conservancy; ICC; WRI; IUCN,Initiative/organisation,,,Global,,,,
258 TTI,Business for Sustainable Landscapes,http://peoplefoodandnature.org/challenge/business-for-sustainable-landscapes/,"Landscapes for People, Food and Nature",Initiative/organisation; Digital reports,Agriculture; Multiple,"Business for Sustainable Landscapes is a collaboration jumpstarted by the Landscapes for People, Food and Nature Initiative, a global knowledge and learning platform on integrated landscape management. Goals of the programme include: better understanding of ‘multi-stakeholder landscape partnerships’, when they are needed, the role of individual stakeholders in these approaches, common barriers and their potential to develop solutions to challenges that are not sufficiently addressed by farm-level or supply chain initiatives; At a global scale, for influential business, civic and government leaders to advance multi-stakeholder landscape partnerships through the development of supportive policies, tools and strategies",Global,International,Regularly,Governments; NGOs; Industry; Science and Research,sscherr@ecoagriculture.org
259 TTI,Center for Environmental Leadership in Business,https://celb.org/,CELB,Initiative/organisation; Digital reports,Agriculture; Multiple,"The CELB provides a forum for collaboration between the private sector and the environmental community. The Center promotes business practices that reduce the ecological footprint of industries, contribute to conservation, and create value for the companies that adopt them. The aim is a net benefit for the global environment and for participating companies",Global,International,Regularly,NGOs; Industry,
260 TTI,Consumer Goods Forum (CGF) Forest Positive Coalition,https://www.theconsumergoodsforum.com/environmental-sustainability/forest-positive/,The Consumer Goods Forum (CGF),Initiative/organisation; Data portal,Multiple; Palm oil; Soybean; Beef,"The Forest Positive Coalition of Action will use collective influence to drive and accelerate efforts to remove deforestation from GCF's own commodity supply chains, as well as their suppliers’ entire supply base. Four main goals are to: Accelerate efforts to remove commodity-driven deforestation from CGF's individual supply chains; Set higher expectations for traders to act across their entire supply base; Drive transformational change in key commodity landscapes; Define measurable outcomes on which all members agree to track and report individually and collectively",Global,International,Regularly,Industry,ssci@theconsumergoodsforum.com
261 TTI,Cocoa & Forests Initiative,https://www.worldcocoafoundation.org/initiative/cocoa-forests-initiative/,World Cocoa Foundation (WCF) ,Initiative/organisation; Digital reports,Cocoa,The governments of Côte d’Ivoire and Ghana and 35 leading cocoa and chocolate companies have joined together in the Cocoa & Forests Initiative to end deforestation and restore forest areas,Colombia; Côte d’Ivoire; Ghana,International,Regularly,Industry; Governments,wcf@worldcocoa.org
262 TTI,CocoaAction,"https://www.worldcocoafoundation.org/initiative/cocoaaction/#:~:text=CocoaAction%20was%20a%20voluntary%20strategy,The%20program%20ended%20in%202019.",WCF,Initiative/organisation; Digital reports,Cocoa,"CocoaAction was a voluntary strategy that aligned the world’s leading cocoa and chocolate companies, origin governments, and key stakeholders on regional priority issues in cocoa sustainability. The program ended in 2019. CocoaAction convened the sector in order to align complementary roles and responsibilities, leverage scale and efficiency through collaboration, and catalyze efforts to accelerate sustainability in the cocoa sector.",Global,International,Not updated,Industry; Governments,wcf@worldcocoa.org
264 TTI,Corporate Ecosystem Services Review (ESR),https://www.wri.org/research/corporate-ecosystem-services-review,WRI,Initiative/organisation; Digital reports,Multiple,"This report is a structured methodology that helps managers proactively develop strategies to manage business risks and opportunities arising from their company’s dependence and impact on ecosystems. This is version 2.0 of the report, which was originally published in 2008",Global,International,Not updated,Industry,Phone: 1 (202) 729 7600
265 TTI,Council for Sustainable Business,https://www.gov.uk/government/groups/council-for-sustainable-business,Severn Trent Water,Initiative/organisation,Agriculture; Multiple,"The Council for Sustainable Business (CSB) advises Defra Ministers and policy teams. It provides a sounding board for how businesses can help achieve the 25 Year Environment Plan goals; how the government can help businesses in meeting these goals; and how business can be mobilised to take further action. The government’s 25 Year Environment Plan sets out their goals for improving the environment, and details how the government will work with communities and businesses to achieve this",United Kingdom,National,Not specified,Governments; Industry ,25yearenvironmentplan@defra.gov.uk
266 TTI,CPIC’s Forest Landscape Conservation and Restoration Working Group,"http://cpicfinance.com/blueprints/forest-restoration-and-conservation/#:~:text=CPIC's%20Forest%20Landscape%20Conservation%20and,carbon%20credits%20and%20usage%20fees.&text=The%20working%20group%20is%20led,European%20Investment%20Bank%20(EIB).",Coalition for Private Investment in Conservation (CPIC),Initiative/organisation,Multiple,"CPIC’s Forest Landscape Conservation and Restoration Working Group seeks to develop investment models for forest landscapes that aggregate multiple revenue streams including sustainable timber harvests, hunting leases, carbon credits and usage fees. Through capturing cash flows from the sustainable use of forest landscapes, the Working Group seeks to attract private investment capital to create both positive conservation and financial outcomes",Global,International,Not specified,Financial institutions; Investors/Philanthropy,info@cpicfinance.com
267 TTI,CPIC’s Sustainable Agricultural Intensification Working Group,http://cpicfinance.com/blueprints/sustainable-agricultural-intensification/,Coalition for Private Investment in Conservation (CPIC),Initiative/organisation,Agriculture,"By creating financial incentives for farmers to increase production on available land while also encouraging sustainable practices, CPIC’s Sustainable Agriculture Intensification Working Group seeks to develop profitable solutions that meet human needs in a sustainable way",Global,International,Not specified,Financial institutions; Investors/Philanthropy; Industry,info@cpicfinance.com
